"Type","Mod Name","ObjectIndex","Editor Id","New EID","New Mod","New Obj"
"INGR","Tamrielic Ingredients.esm","0x002AF2","WillowAnther","cobTiWillowAnther","Cobl Main.esm","0x002AF2"
"INGR","Tamrielic Ingredients.esm","0x002AE3","Wolfsbane","cobTiWolfsbane","Cobl Main.esm","0x006CC0"
"INGR","Tamrielic Ingredients.esm","0x009ECC","WraithEssence","cobTiWraithEssence","Cobl Main.esm","0x009ECC"
"INGR","Tamrielic Ingredients.esm","0x00AC7D","YellowRosePetals","cobTiYellowRosePetals","Cobl Main.esm","0x00AC7D"
"LVLI","Tamrielic Ingredients.esm","0x002FEA","MWMoonsugar","cobTiMoonsugarLoot","Cobl Main.esm","0x002FEA"
"LVLI","Tamrielic Ingredients.esm","0x0015D8","TIDaedraIngredients","cobTiDaedraOrgans","Cobl Main.esm","0x0041C1"
"LVLI","Tamrielic Ingredients.esm","0x0023AA","TIBloodTroll","cobTiTrollBloodLoot","Cobl Main.esm","0x0041C2"
"LVLI","Tamrielic Ingredients.esm","0x0023A9","TIBloodGiant","cobTiGiantBloodLoot","Cobl Main.esm","0x0041C3"
"LVLI","Tamrielic Ingredients.esm","0x0015D5","VendorDagFood","cobTiDagFood","Cobl Main.esm","0x004948"
"LVLI","Tamrielic Ingredients.esm","0x002AF6","VendorMWFood","cobTiMwFood","Cobl Main.esm","0x004949"
"LVLI","Tamrielic Ingredients.esm","0x0015CD","DagTombIngredients","cobTiDagTombLoot","Cobl Main.esm","0x004946"
"LVLI","Tamrielic Ingredients.esm","0x0011D2","MWGraveIngredients","cobTiMwTombLoot","Cobl Main.esm","0x004947"
"","","","","","",""
"LVLI","OOO-Cobl 4.esp","0x006FC1","cabTiEbonyDrop","cobTiEbonyDrop","Cobl Main.esm","0x006FC1"
"LVLI","OOO-Cobl 4.esp","0x0068E7","cabTiFood","cobTiFood","Cobl Main.esm","0x0068E7"
"LVLI","OOO-Cobl 4.esp","0x006FC0","cabTiGlassDrop","cobTiGlassDrop","Cobl Main.esm","0x006FC0"
"LVLI","OOO-Cobl 4.esp","0x0068E8","cabTiLoot01","cobTiLoot","Cobl Main.esm","0x000F68"
"LVLI","OOO-Cobl 4.esp","0x0068E9","cabTiLoot02","cobTiLoot","Cobl Main.esm","0x000F68"
"LVLI","OOO-Cobl 4.esp","0x0068EB","cabTiMythicLoot","cobTiMythicLoot","Cobl Main.esm","0x0068EB"
"LVLI","OOO-Cobl 4.esp","0x0068EA","cabTiTombLoot","cobTiTombLoot","Cobl Main.esm","0x0068EA"
