Type,Mod,Object Id,Editor Id,Name
SGST,Oblivion.esm,0x041FBB,SSAbsENDResistDis5,Stone of Immunity V
SGST,Oblivion.esm,0x041FC3,SSAbsFATForFAT1,Stone of Respite I
SGST,Oblivion.esm,0x041FC4,SSAbsFATForFAT2,Stone of Respite II
SGST,Oblivion.esm,0x041FC5,SSAbsFATForFAT3,Stone of Respite III
SGST,Oblivion.esm,0x041FC6,SSAbsFATForFAT4,Stone of Respite IV
SGST,Oblivion.esm,0x041FC7,SSAbsFATForFAT5,Stone of Respite V
SGST,Oblivion.esm,0x041FC9,SSAbsHLTHForHLTH1,Stone of Vitality I
SGST,Oblivion.esm,0x041FCA,SSAbsHLTHForHLTH2,Stone of Vitality II
SGST,Oblivion.esm,0x041FCB,SSAbsHLTHForHLTH3,Stone of Vitality III
SGST,Oblivion.esm,0x041FCC,SSAbsHLTHForHLTH4,Stone of Vitality IV
SGST,Oblivion.esm,0x041FCD,SSAbsHLTHForHLTH5,Stone of Vitality V
SGST,Oblivion.esm,0x041FAB,SSAbsINTForINT1,Stone of Wisdom I
SGST,Oblivion.esm,0x041FAC,SSAbsINTForINT2,Stone of Wisdom II
SGST,Oblivion.esm,0x041FAD,SSAbsINTForINT3,Stone of Wisdom III
SGST,Oblivion.esm,0x041FAE,SSAbsINTForINT4,Stone of Wisdom IV
SGST,Oblivion.esm,0x041FAF,SSAbsINTForINT5,Stone of Wisdom V
SGST,Oblivion.esm,0x041FCF,SSAbsMAGForMAG1,Stone of Charging I
SGST,Oblivion.esm,0x041FD0,SSAbsMAGForMAG2,Stone of Charging II
SGST,Oblivion.esm,0x041FD1,SSAbsMAGForMAG3,Stone of Charging III
SGST,Oblivion.esm,0x041FD2,SSAbsMAGForMAG4,Stone of Charging IV
SGST,Oblivion.esm,0x041FD3,SSAbsMAGForMAG5,Stone of Charging V
SGST,Oblivion.esm,0x041FBD,SSAbsSPDFortSPD1,Stone of the Hare I
SGST,Oblivion.esm,0x041FBE,SSAbsSPDFortSPD2,Stone of the Hare II
SGST,Oblivion.esm,0x041FBF,SSAbsSPDFortSPD3,Stone of the Hare III
SGST,Oblivion.esm,0x041FC0,SSAbsSPDFortSPD4,Stone of the Hare IV
SGST,Oblivion.esm,0x041FC1,SSAbsSPDFortSPD5,Stone of the Hare V
SGST,Oblivion.esm,0x041FA5,SSAbsSTRForSTR1,Stone of Sinew I
SGST,Oblivion.esm,0x041FA7,SSAbsSTRForSTR2,Stone of Sinew II
SGST,Oblivion.esm,0x041FA4,SSAbsSTRForSTR3,Stone of Sinew III
SGST,Oblivion.esm,0x041FA6,SSAbsSTRForSTR4,Stone of Sinew IV
SGST,Oblivion.esm,0x041FA9,SSAbsSTRForSTR5,Stone of Sinew V
SGST,Oblivion.esm,0x041FD5,SSBrdnFeath1,Stone of the Mule I
SGST,Oblivion.esm,0x041FD6,SSBrdnFeath2,Stone of the Mule II
SGST,Oblivion.esm,0x041FD7,SSBrdnFeath3,Stone of the Mule III
SGST,Oblivion.esm,0x041FD8,SSBrdnFeath4,Stone of the Mule IV
SGST,Oblivion.esm,0x041FD9,SSBrdnFeath5,Stone of the Mule V
SGST,Oblivion.esm,0x041FF9,SSDamFATResFAT1,Stone of Exhaustion I
SGST,Oblivion.esm,0x041FFA,SSDamFATResFAT2,Stone of Exhaustion II
SGST,Oblivion.esm,0x041FFB,SSDamFATResFAT3,Stone of Exhaustion III
SGST,Oblivion.esm,0x041FFC,SSDamFATResFAT4,Stone of Exhaustion IV
SGST,Oblivion.esm,0x041FFD,SSDamFATResFAT5,Stone of Exhaustion V
SGST,Oblivion.esm,0x041FFF,SSDamHLTHResHLTH1,Stone of Wounding I
SGST,Oblivion.esm,0x042000,SSDamHLTHResHLTH2,Stone of Wounding II
SGST,Oblivion.esm,0x042001,SSDamHLTHResHLTH3,Stone of Wounding III
SGST,Oblivion.esm,0x042002,SSDamHLTHResHLTH4,Stone of Wounding IV
SGST,Oblivion.esm,0x042003,SSDamHLTHResHLTH5,Stone of Wounding V
SGST,Oblivion.esm,0x042005,SSDamMAGResMAG1,Stone of Sundering I
SGST,Oblivion.esm,0x042006,SSDamMAGResMAG2,Stone of Sundering II
SGST,Oblivion.esm,0x042007,SSDamMAGResMAG3,Stone of Sundering III
SGST,Oblivion.esm,0x042008,SSDamMAGResMAG4,Stone of Sundering IV
SGST,Oblivion.esm,0x042009,SSDamMAGResMAG5,Stone of Sundering V
SGST,Oblivion.esm,0x04200B,SSDemoFortWIL1,Stone of Despair I
SGST,Oblivion.esm,0x04200C,SSDemoFortWIL2,Stone of Despair II
SGST,Oblivion.esm,0x04200D,SSDemoFortWIL3,Stone of Despair III
SGST,Oblivion.esm,0x04200E,SSDemoFortWIL4,Stone of Despair IV
SGST,Oblivion.esm,0x04200F,SSDemoFortWIL5,Stone of Despair V
SGST,Oblivion.esm,0x042011,SSDisARMShield1,Stone of Aegis I
SGST,Oblivion.esm,0x042012,SSDisARMShield2,Stone of Aegis II
SGST,Oblivion.esm,0x042013,SSDisARMShield3,Stone of Aegis III
SGST,Oblivion.esm,0x042014,SSDisARMShield4,Stone of Aegis IV
SGST,Oblivion.esm,0x042015,SSDisARMShield5,Stone of Aegis V
SGST,Oblivion.esm,0x042023,SSDispelSplAbs1,Stone of Shedding I
SGST,Oblivion.esm,0x042024,SSDispelSplAbs2,Stone of Shedding II
SGST,Oblivion.esm,0x042025,SSDispelSplAbs3,Stone of Shedding III
SGST,Oblivion.esm,0x042026,SSDispelSplAbs4,Stone of Shedding IV
SGST,Oblivion.esm,0x042027,SSDispelSplAbs5,Stone of Shedding V
SGST,Oblivion.esm,0x042017,SSDisWEAPForBLADE1,Stone of Cuts I
SGST,Oblivion.esm,0x042018,SSDisWEAPForBLADE2,Stone of Cuts II
SGST,Oblivion.esm,0x042019,SSDisWEAPForBLADE3,Stone of Cuts III
SGST,Oblivion.esm,0x04201A,SSDisWEAPForBLADE4,Stone of Cuts IV
SGST,Oblivion.esm,0x04201B,SSDisWEAPForBLADE5,Stone of Cuts V
SGST,Oblivion.esm,0x04201D,SSDisWEAPForBLUNT1,Stone of Contusion I
SGST,Oblivion.esm,0x04201E,SSDisWEAPForBLUNT2,Stone of Contusion II
SGST,Oblivion.esm,0x04201F,SSDisWEAPForBLUNT3,Stone of Contusion III
SGST,Oblivion.esm,0x042020,SSDisWEAPForBLUNT4,Stone of Contusion IV
SGST,Oblivion.esm,0x042021,SSDisWEAPForBLUNT5,Stone of Contusion V
SGST,Oblivion.esm,0x042053,SSFireDmgFireShld1,Stone of Firewall I
SGST,Oblivion.esm,0x042054,SSFireDmgFireShld2,Stone of Firewall II
SGST,Oblivion.esm,0x042055,SSFireDmgFireShld3,Stone of Firewall III
SGST,Oblivion.esm,0x042056,SSFireDmgFireShld4,Stone of Firewall IV
SGST,Oblivion.esm,0x042057,SSFireDmgFireShld5,Stone of Firewall V
SGST,Oblivion.esm,0x04206B,SSFireDmgLight1,Stone of Burning I
SGST,Oblivion.esm,0x04206C,SSFireDmgLight2,Stone of Burning II
SGST,Oblivion.esm,0x04206D,SSFireDmgLight3,Stone of Burning III
SGST,Oblivion.esm,0x04206E,SSFireDmgLight4,Stone of Burning IV
SGST,Oblivion.esm,0x04206F,SSFireDmgLight5,Stone of Burning V
SGST,Oblivion.esm,0x04204D,SSFireDmgRstFire1,Stone of Embers I
SGST,Oblivion.esm,0x04204E,SSFireDmgRstFire2,Stone of Embers II
SGST,Oblivion.esm,0x04204F,SSFireDmgRstFire3,Stone of Embers III
SGST,Oblivion.esm,0x042050,SSFireDmgRstFire4,Stone of Embers IV
SGST,Oblivion.esm,0x042051,SSFireDmgRstFire5,Stone of Embers V
SGST,Oblivion.esm,0x04205F,SSFrostDmgFrostShld1,Stone of Icewall I
SGST,Oblivion.esm,0x042061,SSFrostDmgFrostShld2,Stone of Icewall II
SGST,Oblivion.esm,0x042060,SSFrostDmgFrostShld3,Stone of Icewall III
SGST,Oblivion.esm,0x042062,SSFrostDmgFrostShld4,Stone of Icewall IV
SGST,Oblivion.esm,0x042063,SSFrostDmgFrostShld5,Stone of Icewall V
SGST,Oblivion.esm,0x042059,SSFrostDmgRstFrost1,Stone of the Iceman I
SGST,Oblivion.esm,0x04205A,SSFrostDmgRstFrost2,Stone of the Iceman II
SGST,Oblivion.esm,0x04205B,SSFrostDmgRstFrost3,Stone of the Iceman III
SGST,Oblivion.esm,0x04205C,SSFrostDmgRstFrost4,Stone of the Iceman IV
SGST,Oblivion.esm,0x04205D,SSFrostDmgRstFrost5,Stone of the Iceman V
SGST,Oblivion.esm,0x042065,SSFrostDmgWaterWalk1,Stone of the Glacier I
SGST,Oblivion.esm,0x042066,SSFrostDmgWaterWalk2,Stone of the Glacier II
SGST,Oblivion.esm,0x042067,SSFrostDmgWaterWalk3,Stone of the Glacier III
SGST,Oblivion.esm,0x042068,SSFrostDmgWaterWalk4,Stone of the Glacier IV
SGST,Oblivion.esm,0x042069,SSFrostDmgWaterWalk5,Stone of the Glacier V
SGST,Oblivion.esm,0x042083,SSShockDmgNiEye1,Stone of Actinic I
SGST,Oblivion.esm,0x042084,SSShockDmgNiEye2,Stone of Actinic II
SGST,Oblivion.esm,0x042085,SSShockDmgNiEye3,Stone of Actinic III
SGST,Oblivion.esm,0x042086,SSShockDmgNiEye4,Stone of Actinic IV
SGST,Oblivion.esm,0x042087,SSShockDmgNiEye5,Stone of Actinic V
SGST,Oblivion.esm,0x042077,SSShockDmgRstShock1,Stone of the Eel I
SGST,Oblivion.esm,0x042078,SSShockDmgRstShock2,Stone of the Eel II
SGST,Oblivion.esm,0x042079,SSShockDmgRstShock3,Stone of the Eel III
SGST,Oblivion.esm,0x04207A,SSShockDmgRstShock4,Stone of the Eel IV
SGST,Oblivion.esm,0x04207B,SSShockDmgRstShock5,Stone of the Eel V
SGST,Oblivion.esm,0x04207D,SSShockDmgShockShld1,Stone of Shockwall I
SGST,Oblivion.esm,0x04207E,SSShockDmgShockShld2,Stone of Shockwall II
SGST,Oblivion.esm,0x04207F,SSShockDmgShockShld3,Stone of Shockwall III
SGST,Oblivion.esm,0x042080,SSShockDmgShockShld4,Stone of Shockwall IV
SGST,Oblivion.esm,0x042081,SSShockDmgShockShld5,Stone of Shockwall V
SGST,Oblivion.esm,0x042090,SSSilenceInvis1,Stone of the Ghost I
SGST,Oblivion.esm,0x042091,SSSilenceInvis2,Stone of the Ghost II
SGST,Oblivion.esm,0x042092,SSSilenceInvis3,Stone of the Ghost III
SGST,Oblivion.esm,0x042093,SSSilenceInvis4,Stone of the Ghost IV
SGST,Oblivion.esm,0x042094,SSSilenceInvis5,Stone of the Ghost V
SGST,Oblivion.esm,0x042089,SSSilenceResistMAG1,Stone of the Lich I
SGST,Oblivion.esm,0x04208B,SSSilenceResistMAG2,Stone of the Lich II
SGST,Oblivion.esm,0x04208C,SSSilenceResistMAG3,Stone of the Lich III
SGST,Oblivion.esm,0x04208D,SSSilenceResistMAG4,Stone of the Lich IV
SGST,Oblivion.esm,0x04208E,SSSilenceResistMAG5,Stone of the Lich V
SGST,Oblivion.esm,0x042096,SSSoulTrapResistMAG1,Stone of Entrapment I
SGST,Oblivion.esm,0x042097,SSSoulTrapResistMAG2,Stone of Entrapment II
SGST,Oblivion.esm,0x042098,SSSoulTrapResistMAG3,Stone of Entrapment III
SGST,Oblivion.esm,0x042099,SSSoulTrapResistMAG4,Stone of Entrapment IV
SGST,Oblivion.esm,0x04209A,SSSoulTrapResistMAG5,Stone of Entrapment V
SGST,Oblivion.esm,0x04209C,SSTurnUnDetLife1,Stone of the Living I
SGST,Oblivion.esm,0x04209D,SSTurnUnDetLife2,Stone of the Living II
SGST,Oblivion.esm,0x04209E,SSTurnUnDetLife3,Stone of the Living III
SGST,Oblivion.esm,0x04209F,SSTurnUnDetLife4,Stone of the Living IV
SGST,Oblivion.esm,0x04209B,SSTurnUnDetLife5,Stone of the Living V
SLGM,Oblivion.esm,0x0382D1,SoulGem1Petty1PettySoul,Soul Gem I 
SLGM,Oblivion.esm,0x0382D2,SoulGem2Lesser1PettySoul,Soul Gem II 
SLGM,Oblivion.esm,0x0382D3,SoulGem2Lesser2LesserSoul,Soul Gem II 
SLGM,Oblivion.esm,0x0382D4,SoulGem3Common1PettySoul,Soul Gem III 
SLGM,Oblivion.esm,0x0382D5,SoulGem3Common2LesserSoul,Soul Gem III 
SLGM,Oblivion.esm,0x0382D6,SoulGem3Common3CommonSoul,Soul Gem III 
SLGM,Oblivion.esm,0x0382D7,SoulGem4Greater1PettySoul,Soul Gem IV 
SLGM,Oblivion.esm,0x0382D8,SoulGem4Greater2LesserSoul,Soul Gem IV 
SLGM,Oblivion.esm,0x0382D9,SoulGem4Greater3CommonSoul,Soul Gem IV 
SLGM,Oblivion.esm,0x0382DA,SoulGem4Greater4GreaterSoul,Soul Gem IV 
SLGM,Oblivion.esm,0x0382DB,SoulGem5Grand1PettySoul,Soul Gem V 
SLGM,Oblivion.esm,0x0382DC,SoulGem5Grand2LesserSoul,Soul Gem V 
SLGM,Oblivion.esm,0x0382DD,SoulGem5Grand3CommonSoul,Soul Gem V 
SLGM,Oblivion.esm,0x0382DE,SoulGem5Grand4GreaterSoul,Soul Gem V 
SLGM,Oblivion.esm,0x0382DF,SoulGem5Grand5GrandSoul,Soul Gem V 
SLGM,Oblivion.esm,0x023D67,SoulGemEmpty1Petty,Soul Gem I
SLGM,Oblivion.esm,0x023D69,SoulGemEmpty2Lesser,Soul Gem II
SLGM,Oblivion.esm,0x015B8B,SoulGemEmpty3Common,Soul Gem III
SLGM,Oblivion.esm,0x015B8C,SoulGemEmpty4Greater,Soul Gem IV
SLGM,Oblivion.esm,0x015B8E,SoulGemEmpty5Grand,Soul Gem V
SPEL,Oblivion.esm,0x000136,DefaultPlayerSpell,Healing
SPEL,Oblivion.esm,0x01EF7F,MG01Fireball,Fire Storm I
SPEL,Oblivion.esm,0x01CEED,MG06UnLockSpell,Unlatch II 'Volanaro
SPEL,Oblivion.esm,0x050C76,SE09PwGKHead1,Keeper's Head of Resolve
SPEL,Oblivion.esm,0x050C77,SE09PwGKHead2,Keeper's Head of Strength
SPEL,Oblivion.esm,0x050C78,SE09PwGKHeart1,Keeper's Heart of Spell Turning
SPEL,Oblivion.esm,0x050C79,SE09PwGKHeart2,Keeper's Heart of Wound Sharing
SPEL,Oblivion.esm,0x050C7A,SE09PwGKLeftArm1,Keeper's Arm of Fire Shielding
SPEL,Oblivion.esm,0x050C7B,SE09PwGKLeftArm2,Keeper's Arm of Shock Shielding
SPEL,Oblivion.esm,0x050C7C,SE09PwGKLeftArm3,Keeper's Arm of Frost Shielding
SPEL,Oblivion.esm,0x050C82,SE09PwGKLegs1,Keeper's Legs of Nimbleness
SPEL,Oblivion.esm,0x050C83,SE09PwGKLegs2,Keeper's Legs of Fortitude
SPEL,Oblivion.esm,0x050C7D,SE09PwGKRightArm1,Keeper's Arm of Slashing
SPEL,Oblivion.esm,0x050C7E,SE09PwGKRightArm2,Keeper's Arm of Chopping
SPEL,Oblivion.esm,0x050C7F,SE09PwGKRightArm3,Keeper's Arm of Bashing
SPEL,Oblivion.esm,0x050C80,SE09PwGKTorso1,Keeper's Breast of Life
SPEL,Oblivion.esm,0x050C81,SE09PwGKTorso2,Keeper's Breast of Magic
SPEL,Oblivion.esm,0x0A936D,StandardAbsorbAttribAgility1Novice,Seize Grace I
SPEL,Oblivion.esm,0x0A936E,StandardAbsorbAttribEndurance1Novice,Seize Fortitude I
SPEL,Oblivion.esm,0x0A9788,StandardAbsorbAttribIntelligence1Novice,Seize Acuity I
SPEL,Oblivion.esm,0x0A9789,StandardAbsorbAttribLuck1Novice,Seize Fortune I
SPEL,Oblivion.esm,0x0A978B,StandardAbsorbAttribSpeed1Novice,Seize Alacrity I
SPEL,Oblivion.esm,0x0A978C,StandardAbsorbAttribStrength1Novice,Seize Might I
SPEL,Oblivion.esm,0x0A978D,StandardAbsorbAttribWillpower1Novice,Seize Resolve I
SPEL,Oblivion.esm,0x0A936B,StandardAbsorbFatigue1Novice,Tap Fatigue I
SPEL,Oblivion.esm,0x0A9367,StandardAbsorbHealth1Novice,Tap Vitality I
SPEL,Oblivion.esm,0x0A9368,StandardAbsorbHealth2Apprentice,Tap Vitality II
SPEL,Oblivion.esm,0x0A9369,StandardAbsorbHealth3Journeyman,Tap Vitality III
SPEL,Oblivion.esm,0x0A936A,StandardAbsorbHealth4Expert,Tap Vitality IV
SPEL,Oblivion.esm,0x0A936C,StandardAbsorbMagicka1Novice,Tap Magicka I
SPEL,Oblivion.esm,0x0A978E,StandardAbsorbSkAcrobatics1Novice,Usurp Acrobatics
SPEL,Oblivion.esm,0x0A9790,StandardAbsorbSkAlteration3Journeyman,Usurp Alteration
SPEL,Oblivion.esm,0x0A9792,StandardAbsorbSkAthletics1Novice,Usurp Athletics
SPEL,Oblivion.esm,0x0A9793,StandardAbsorbSkBlade4Expert,Usurp Blade
SPEL,Oblivion.esm,0x0A9794,StandardAbsorbSkBlock3Journeyman,Usurp Block
SPEL,Oblivion.esm,0x0A9795,StandardAbsorbSkBlunt4Expert,Usurp Blunt
SPEL,Oblivion.esm,0x0A9796,StandardAbsorbSkConjuration3Journeyman,Usurp Conjuration
SPEL,Oblivion.esm,0x0A9797,StandardAbsorbSkDestruction4Expert,Usurp Destruction
SPEL,Oblivion.esm,0x0A9798,StandardAbsorbSkHand2Hand2Apprentice,Usurp Hand to Hand
SPEL,Oblivion.esm,0x0A9799,StandardAbsorbSkHeavyArmor3Journeyman,Usurp Heavy Armor
SPEL,Oblivion.esm,0x0A979A,StandardAbsorbSkIllusion1Novice,Usurp Illusion
SPEL,Oblivion.esm,0x0A979B,StandardAbsorbSkLightArmor2Apprentice,Usurp Light Armor
SPEL,Oblivion.esm,0x0A979C,StandardAbsorbSkMarksman3Journeyman,Usurp Marksman
SPEL,Oblivion.esm,0x0A979D,StandardAbsorbSkMercantile2Apprentice,Usurp Mercantile
SPEL,Oblivion.esm,0x0A979E,StandardAbsorbSkMysticism2Apprentice,Usurp Mysticism
SPEL,Oblivion.esm,0x0A979F,StandardAbsorbSkRestoration2Apprentice,Usurp Restoration
SPEL,Oblivion.esm,0x0A97A0,StandardAbsorbSkSecurity1Novice,Usurp Security
SPEL,Oblivion.esm,0x0A97A1,StandardAbsorbSkSneak4Expert,Usurp Sneak
SPEL,Oblivion.esm,0x0C7625,StandardBoundArmor1NoviceTest,Bound Armor I
SPEL,Oblivion.esm,0x0C7626,StandardBoundArmor2ApprenticeTest,Bound Armor II
SPEL,Oblivion.esm,0x0C7627,StandardBoundArmor3JourneymanTest,Bound Armor III
SPEL,Oblivion.esm,0x0C7628,StandardBoundArmor4ExpertTest,Bound Armor IV
SPEL,Oblivion.esm,0x0A97C1,StandardBurden1Novice,Load I
SPEL,Oblivion.esm,0x0A97C2,StandardBurden2Apprentice,Load II
SPEL,Oblivion.esm,0x0A97C3,StandardBurden3Journeyman,Load III
SPEL,Oblivion.esm,0x0A97C4,StandardBurden4Expert,Load IV
SPEL,Oblivion.esm,0x07108A,StandardBurdenTarget4Expert,Crush IV
SPEL,Oblivion.esm,0x0A97C6,StandardCalmTarget1Novice,Peace Bolt I
SPEL,Oblivion.esm,0x0A97C7,StandardCalmTarget2Apprentice,Peace Bolt II
SPEL,Oblivion.esm,0x0A97C9,StandardCalmTouch1Novice,Tranquil Touch I
SPEL,Oblivion.esm,0x0A97CA,StandardCalmTouch3Journeyman,Tranquil Touch III
SPEL,Oblivion.esm,0x0A97CB,StandardChameleon3Journeyman,Glass Coat III
SPEL,Oblivion.esm,0x0A97CC,StandardChameleon4Expert,Glass Coat IV
SPEL,Oblivion.esm,0x0A97CD,StandardChameleon5Master,Glass Coat V
SPEL,Oblivion.esm,0x0A97FF,StandardCharmArea3Journeyman,Seductive Presence III
SPEL,Oblivion.esm,0x0A97AC,StandardCharmTarget1Novice,Seductive Voice I
SPEL,Oblivion.esm,0x0A97AD,StandardCharmTarget2Apprentice,Seductive Voice II
SPEL,Oblivion.esm,0x0A97B0,StandardCharmTarget3Journeyman,Seductive Voice III
SPEL,Oblivion.esm,0x0A97AE,StandardCharmTouch1Novice,Beguiling Touch I
SPEL,Oblivion.esm,0x0A97AF,StandardCharmTouch2Apprentice,Beguiling Touch II
SPEL,Oblivion.esm,0x0A97CE,StandardCommandCreature2Apprentice,Enslave Creature II
SPEL,Oblivion.esm,0x0A97CF,StandardCommandCreature4Expert,Enslave Creature IV
SPEL,Oblivion.esm,0x03C3F8,StandardCommandHuman2Apprentice,Enslave Humanoid II
SPEL,Oblivion.esm,0x03C3F9,StandardCommandHuman4Expert,Enslave Humanoid IV
SPEL,Oblivion.esm,0x0A97D0,StandardCommandingTouch2Apprentice,Leash Creature II
SPEL,Oblivion.esm,0x0A97D1,StandardCommandingTouch3Journeyman,Leash Creature III
SPEL,Oblivion.esm,0x03C3FD,StandardDamageAttribAgility1Novice,Blight Grace I
SPEL,Oblivion.esm,0x03C3FE,StandardDamageAttribEndurance1Novice,Blight Fortitude I
SPEL,Oblivion.esm,0x03C3FF,StandardDamageAttribIntelligence3Journeyman,Blight Insight III
SPEL,Oblivion.esm,0x03C400,StandardDamageAttribLuck1Novice,Blight Fortune I
SPEL,Oblivion.esm,0x03C401,StandardDamageAttribSpeed2Apprentice,Blight Alacrity II
SPEL,Oblivion.esm,0x03C402,StandardDamageAttribStrength4Expert,Blight Might IV
SPEL,Oblivion.esm,0x03C403,StandardDamageAttribWillpower2Apprentice,Blight Discipline II
SPEL,Oblivion.esm,0x0A97D2,StandardDamageFatigue1Novice,Tiring Touch
SPEL,Oblivion.esm,0x0A97B1,StandardDamageHealthTarget2Apprentice,Psychic Spear II
SPEL,Oblivion.esm,0x0A97B2,StandardDamageHealthTarget4Expert,Psychic Spear IV
SPEL,Oblivion.esm,0x0A97D3,StandardDamageHealthTouch1Novice,Psychic Dagger I
SPEL,Oblivion.esm,0x0A97D4,StandardDamageHealthTouch3Journeyman,Psychic Dagger III
SPEL,Oblivion.esm,0x03C3DC,StandardDamageMagicka2Apprentice,Sundering Bolt II
SPEL,Oblivion.esm,0x0A97D5,StandardDemoralizeTarget3Journeyman,Dreadful Voice III
SPEL,Oblivion.esm,0x0A97D6,StandardDemoralizeTarget4Expert,Dreadful Voice IV
SPEL,Oblivion.esm,0x0A97D9,StandardDemoralizeTarget5Master,Dreadful Voice V
SPEL,Oblivion.esm,0x0A97D7,StandardDemoralizeTouch2Apprentice,Cowing Touch II
SPEL,Oblivion.esm,0x0A97D8,StandardDemoralizeTouch4Expert,Cowing Touch IV
SPEL,Oblivion.esm,0x0A97DC,StandardDetectLife1Novice,Lifesense I
SPEL,Oblivion.esm,0x0A97DB,StandardDetectLife2Apprentice,Lifesense II
SPEL,Oblivion.esm,0x0A97DA,StandardDetectLife3Journeyman,Lifesense III
SPEL,Oblivion.esm,0x0A97DD,StandardDetectLife4Expert,Lifesense IV
SPEL,Oblivion.esm,0x0A97DE,StandardDetectLife5Master,Lifesense V
SPEL,Oblivion.esm,0x0A97A3,StandardDisintegrateArmor2Apprentice,Corrosion II
SPEL,Oblivion.esm,0x0A97A4,StandardDisintegrateArmor4Expert,Corrosion IV
SPEL,Oblivion.esm,0x0A97A5,StandardDisintegrateWeapon3Journeyman,Fragmentation III
SPEL,Oblivion.esm,0x0A97A6,StandardDisintegrateWeapon5Master,Fragmentation V
SPEL,Oblivion.esm,0x08D1E9,StandardDispelSelf1Novice,Spell Shedder I
SPEL,Oblivion.esm,0x0A9831,StandardDispelSelf2Apprentice,Spell Shedder II
SPEL,Oblivion.esm,0x0A9832,StandardDispelSelf3Journeyman,Spell Shedder III
SPEL,Oblivion.esm,0x0A9833,StandardDispelSelf4Expert,Spell Shedder IV
SPEL,Oblivion.esm,0x0A9834,StandardDispelSelf5Master,Spell Shedder V
SPEL,Oblivion.esm,0x03C3F5,StandardDispelTarget2Apprentice,Spell Shed Other II
SPEL,Oblivion.esm,0x0A9835,StandardDispelTarget3Journeyman,Spell Shed Other III
SPEL,Oblivion.esm,0x03C3DF,StandardDrainAttribAgility1Novice,Clamp Grace I
SPEL,Oblivion.esm,0x03C3E0,StandardDrainAttribEndurance1Novice,Clamp Fortitude I
SPEL,Oblivion.esm,0x03C3E4,StandardDrainAttribIntelligence3Journeyman,Clamp Insight III
SPEL,Oblivion.esm,0x03C3E1,StandardDrainAttribLuck1Novice,Clamp Fortune I
SPEL,Oblivion.esm,0x03C3E2,StandardDrainAttribSpeed2Apprentice,Clamp Alacrity II
SPEL,Oblivion.esm,0x03C3E3,StandardDrainAttribWillpower2Apprentice,Clamp Discipline II
SPEL,Oblivion.esm,0x03C3EF,StandardDrainFatigue1Novice,Bind Fatigue I
SPEL,Oblivion.esm,0x03C3F0,StandardDrainFatigue2Apprentice,Bind Fatigue II
SPEL,Oblivion.esm,0x03C3F1,StandardDrainFatigue3Journeyman,Bind Fatigue III
SPEL,Oblivion.esm,0x04C912,StandardDrainHealth1Novice,Fool's Bind I
SPEL,Oblivion.esm,0x04C913,StandardDrainHealth2Apprentice,Fool's Bind II
SPEL,Oblivion.esm,0x04C914,StandardDrainHealth3Journeyman,Fool's Bind III
SPEL,Oblivion.esm,0x04C915,StandardDrainHealth4Expert,Fool's Bind IV
SPEL,Oblivion.esm,0x04C90F,StandardDrainMagicka2Apprentice,Bind Magicka II
SPEL,Oblivion.esm,0x03C3F2,StandardDrainMagicka3Journeyman,Bind Magicka III
SPEL,Oblivion.esm,0x03C3F3,StandardDrainMagicka4Expert,Bind Magicka IV
SPEL,Oblivion.esm,0x03C3F4,StandardDrainMagicka5Master,Bind Magicka V
SPEL,Oblivion.esm,0x03C3E9,StandardDrainSkAlterationJourneyman,Chain Alteration III
SPEL,Oblivion.esm,0x03C3EC,StandardDrainSkBladeExpert,Chain Blade IV
SPEL,Oblivion.esm,0x03C3ED,StandardDrainSkConjurationExpert,Chain Conjuration IV
SPEL,Oblivion.esm,0x03C3E8,StandardDrainSkDestructionJourneyman,Chain Destruction III
SPEL,Oblivion.esm,0x03C3EA,StandardDrainSkH2HJourneyman,Chain Hand to Hand III
SPEL,Oblivion.esm,0x03C3EB,StandardDrainSkHeavyArmJourneyman,Chain Heavy Armor III
SPEL,Oblivion.esm,0x03C3E7,StandardDrainSkIllusionApprentice,Chain Illusion II
SPEL,Oblivion.esm,0x03C3E6,StandardDrainSkMarksmanApprentice,Chain Marksman II
SPEL,Oblivion.esm,0x03C3EE,StandardDrainSkRestorationExpert,Chain Restoration IV
SPEL,Oblivion.esm,0x0A9800,StandardFeather2Apprentice,Mule II
SPEL,Oblivion.esm,0x0A9801,StandardFeather3Journeyman,Mule III
SPEL,Oblivion.esm,0x0A9802,StandardFeather4Expert,Mule IV
SPEL,Oblivion.esm,0x0A9803,StandardFeather5Master,Mule V
SPEL,Oblivion.esm,0x0A97E7,StandardFireDamageArea3Journeyman,Fire Storm III
SPEL,Oblivion.esm,0x0A97E8,StandardFireDamageArea4Expert,Fire Storm IV
SPEL,Oblivion.esm,0x0A97E9,StandardFireDamageArea5Master,Fire Storm V
SPEL,Oblivion.esm,0x0A97DF,StandardFireDamageTarget1Novice,Flare I
SPEL,Oblivion.esm,0x0A97E0,StandardFireDamageTarget2Apprentice,Flare II
SPEL,Oblivion.esm,0x0A97E1,StandardFireDamageTarget3Journeyman,Flare III
SPEL,Oblivion.esm,0x0A97E2,StandardFireDamageTarget4Expert,Flare IV
SPEL,Oblivion.esm,0x0A97E3,StandardFireDamageTarget5Master,Flare V
SPEL,Oblivion.esm,0x04C91E,StandardFireDamageTouch1Novice,Burning Touch I
SPEL,Oblivion.esm,0x0A97E4,StandardFireDamageTouch2Apprentice,Burning Touch II
